"","name","importance"
"1","CLU",0.991509699248983
"2","EIF4G1",0.994755964398236
"3","GPRIN3",0.961961845058237
"4","HERC3",0.965855984588682
"5","KIF21A",0.992342040285253
"6","MAPT",1
"7","PPM1K",0.957871908766279
"8","RAB39B",0.994744906384679
"9","SCN3A",0.989797719267433
